timestamp,close,high,low,trade_count,open,volume,vwap
2016-05-18 04:00:00+00:00,204.91,206.3,203.63,500616,204.44,125142123,204.883855
2016-05-19 04:00:00+00:00,204.2,204.54,202.78,442752,204.04,119047691,203.632781
2016-05-20 04:00:00+00:00,205.49,206.1,204.86,332581,204.92,110730416,205.53179
2016-05-23 04:00:00+00:00,205.21,205.84,204.985,233567,205.51,59875738,205.420582
2016-05-24 04:00:00+00:00,207.87,208.24,206.14,309192,206.17,99751086,207.585677
2016-05-25 04:00:00+00:00,209.28,209.77,207.8691,290102,208.67,80831278,209.298202
2016-05-26 04:00:00+00:00,209.34,209.71,208.97,206445,209.44,56427942,209.32729
2016-05-27 04:00:00+00:00,210.24,210.25,209.47,239659,209.53,65103644,209.893491
2016-05-31 04:00:00+00:00,209.84,210.69,209.18,351158,210.56,115528767,209.980504
2016-06-01 04:00:00+00:00,210.27,210.48,208.89,285414,209.12,72128809,209.831721
2016-06-02 04:00:00+00:00,210.91,210.93,209.2399,253459,209.8,64142591,210.188481
2016-06-03 04:00:00+00:00,210.28,210.69,208.86,373270,210.25,103314540,209.915803
2016-06-06 04:00:00+00:00,211.35,211.77,210.51,264565,210.7,66019265,211.258864
2016-06-07 04:00:00+00:00,211.68,212.34,211.5,229779,211.525,62195670,211.896838
2016-06-08 04:00:00+00:00,212.37,212.52,211.6899,245008,211.84,67223412,212.180556
2016-06-09 04:00:00+00:00,212.08,212.22,211.19,262672,211.51,79562682,211.682995
2016-06-10 04:00:00+00:00,210.07,210.86,209.43,368332,210.46,119349844,210.124642
2016-06-13 04:00:00+00:00,208.4492,210.37,208.35,398886,209.36,120424779,209.290582
2016-06-14 04:00:00+00:00,208.04,208.74,206.9199,496234,208.0,126482782,207.698722
2016-06-15 04:00:00+00:00,207.75,209.36,207.53,407007,208.54,110436117,208.516669
2016-06-16 04:00:00+00:00,208.37,208.57,205.59,507531,206.73,152209979,207.146854
2016-06-17 04:00:00+00:00,206.52,207.4092,205.75,390850,207.17,120421258,206.555286
2016-06-20 04:00:00+00:00,207.85,209.61,207.75,357371,208.82,85811558,208.74955
2016-06-21 04:00:00+00:00,208.44,208.92,207.78,296434,208.3,73505907,208.362721
2016-06-22 04:00:00+00:00,208.1,209.5,207.93,380380,208.65,97367183,208.618721
2016-06-23 04:00:00+00:00,210.81,210.87,209.27,355305,209.81,105993501,210.111393
2016-06-24 04:00:00+00:00,203.2425,210.8463,202.72,1251810,203.63,343093583,204.61447
2016-06-27 04:00:00+00:00,199.6,201.6,198.65,913197,201.59,257357946,199.689967
2016-06-28 04:00:00+00:00,203.1997,203.23,201.12,588024,201.48,162729160,202.126558
2016-06-29 04:00:00+00:00,206.66,206.93,204.72,487307,204.84,143671208,206.045046
2016-06-30 04:00:00+00:00,209.475,209.54,206.56,523229,207.21,170549804,208.430479
2016-07-01 04:00:00+00:00,209.9208,210.49,209.29,373381,209.36,109747535,209.978347
2016-07-05 04:00:00+00:00,208.41,209.08,207.71,393451,208.95,112922479,208.3359
2016-07-06 04:00:00+00:00,209.66,209.8,207.06,394877,207.83,97346449,208.619958
2016-07-07 04:00:00+00:00,209.526,210.6495,208.63,325106,209.87,86435035,209.589382
2016-07-08 04:00:00+00:00,212.65,212.94,210.7785,419742,211.05,136866206,212.131147
2016-07-11 04:00:00+00:00,213.4,214.07,212.95,268258,213.19,76256923,213.611391
2016-07-12 04:00:00+00:00,214.95,215.3,213.3466,315182,214.53,104412106,214.88372
2016-07-13 04:00:00+00:00,214.92,215.45,214.35,280917,215.44,88007302,214.90922
2016-07-14 04:00:00+00:00,216.12,216.67,215.66,301338,216.4,94288567,216.219179
2016-07-15 04:00:00+00:00,215.83,217.0125,215.308,274737,216.78,108683572,215.967094
2016-07-18 04:00:00+00:00,216.4092,216.6,215.67,197970,215.97,60921471,216.331401
2016-07-19 04:00:00+00:00,216.19,216.23,215.63,188879,215.92,56657310,215.946517
2016-07-20 04:00:00+00:00,217.085,217.37,216.24,189368,216.75,60778151,217.023307
2016-07-21 04:00:00+00:00,216.265,217.22,215.75,235305,216.96,69685508,216.492324
2016-07-22 04:00:00+00:00,217.24,217.3,216.1,208859,216.41,64522068,216.911044
2016-07-25 04:00:00+00:00,216.65,217.06,215.97,197255,217.0,60254740,216.426258
2016-07-26 04:00:00+00:00,216.75,217.17,215.76,247626,216.53,71365930,216.484462
2016-07-27 04:00:00+00:00,216.52,217.27,215.62,283300,217.19,85206422,216.483937
2016-07-28 04:00:00+00:00,216.77,217.11,215.75,233188,216.29,66239924,216.410789
2016-07-29 04:00:00+00:00,217.12,217.54,216.13,259855,216.46,82446690,217.056753
2016-08-01 04:00:00+00:00,216.94,217.65,216.405,265474,217.19,74800003,216.90088
2016-08-02 04:00:00+00:00,215.5492,216.83,214.57,328144,216.65,94483409,215.429213
2016-08-03 04:00:00+00:00,216.18,216.245,215.13,191880,215.48,55008546,215.812251
2016-08-04 04:00:00+00:00,216.4097,216.78,214.25,188057,216.31,47246246,216.35563
2016-08-05 04:00:00+00:00,218.18,218.23,217.07,239146,217.21,75691342,217.959118
2016-08-08 04:00:00+00:00,218.05,218.52,217.74,159083,218.4,40617066,218.058648
2016-08-09 04:00:00+00:00,218.18,218.76,217.8,186530,218.15,53416527,218.274546
2016-08-10 04:00:00+00:00,217.64,218.4038,217.23,204751,218.31,60544380,217.712836
2016-08-11 04:00:00+00:00,218.65,218.94,217.95,208564,218.26,77933381,218.635032
2016-08-12 04:00:00+00:00,218.46,218.71,217.99,180220,218.29,64639165,218.386894
2016-08-15 04:00:00+00:00,219.09,219.5,218.88,177212,218.89,52297889,219.248183
2016-08-16 04:00:00+00:00,217.96,218.68,217.96,212296,218.6,54240691,218.319371
2016-08-17 04:00:00+00:00,218.37,218.53,217.02,269033,218.0,78483835,217.853425
2016-08-18 04:00:00+00:00,218.86,218.9,218.21,184983,218.34,54909743,218.625449
2016-08-19 04:00:00+00:00,218.54,218.75,217.74,220547,218.31,77942278,218.384022
2016-08-22 04:00:00+00:00,218.53,218.8,217.83,219700,218.27,62680971,218.34932
2016-08-23 04:00:00+00:00,218.97,219.6,218.9,191722,219.24,54339276,219.247271
2016-08-24 04:00:00+00:00,217.85,218.91,217.36,220661,218.8,75222245,218.172543
2016-08-25 04:00:00+00:00,217.7,218.19,217.22,206082,217.4,71938007,217.670494
2016-08-26 04:00:00+00:00,217.29,219.12,216.25,435402,217.92,124870782,217.565734
2016-08-29 04:00:00+00:00,218.3608,218.665,217.4,202662,217.44,71765064,218.28274
2016-08-30 04:00:00+00:00,218.0,218.59,217.35,207929,218.26,59557959,217.878779
2016-08-31 04:00:00+00:00,217.38,217.75,216.465,284706,217.62,88486238,217.208912
2016-09-01 04:00:00+00:00,217.39,217.73,216.03,327520,217.37,99634892,216.948756
2016-09-02 04:00:00+00:00,218.37,218.87,217.7,286256,218.39,80873239,218.335368
2016-09-06 04:00:00+00:00,219.0308,219.12,217.86,191793,218.69,57666111,218.554295
2016-09-07 04:00:00+00:00,219.01,219.22,218.3,201197,218.84,78270207,218.837199
2016-09-08 04:00:00+00:00,218.51,218.94,218.15,240877,218.62,75038041,218.556804
2016-09-09 04:00:00+00:00,213.28,217.03,213.25,631513,216.97,225208081,214.992486
2016-09-12 04:00:00+00:00,216.34,216.81,212.31,551966,212.39,171244681,215.006274
2016-09-13 04:00:00+00:00,213.23,215.1499,212.5,623054,214.84,186474581,213.50936
2016-09-14 04:00:00+00:00,213.13,214.7,212.5,431286,213.29,135178442,213.479691
2016-09-15 04:00:00+00:00,215.27,215.73,212.75,420056,212.96,153822688,214.621469
2016-09-16 04:00:00+00:00,213.36,213.69,212.57,388079,213.48,159185201,213.156793
2016-09-19 04:00:00+00:00,213.3992,214.88,213.03,285918,214.13,82784712,213.919029
2016-09-20 04:00:00+00:00,213.45,214.59,213.38,226450,214.41,70328238,213.940876
2016-09-21 04:00:00+00:00,215.78,216.03,213.44,434886,214.24,112402729,214.665196
2016-09-22 04:00:00+00:00,217.18,217.53,216.71,282158,217.0,78780269,217.184738
2016-09-23 04:00:00+00:00,216.02,216.88,215.88,243467,216.72,74988918,216.362723
2016-09-26 04:00:00+00:00,214.2,215.23,214.01,297240,215.05,98271875,214.45161
2016-09-27 04:00:00+00:00,215.56,215.68,213.62,260461,214.05,80308959,215.020112
2016-09-28 04:00:00+00:00,216.62,216.82,214.71,280434,215.83,89336825,215.876143
2016-09-29 04:00:00+00:00,214.75,216.87,214.04,498381,216.4,129502772,215.379783
2016-09-30 04:00:00+00:00,216.35,217.12,215.36,344184,215.65,120105560,216.405552
2016-10-03 04:00:00+00:00,215.78,216.04,215.04,251755,215.82,86112124,215.566991
2016-10-04 04:00:00+00:00,214.65,216.17,213.99,384140,215.91,121742286,215.088325
2016-10-05 04:00:00+00:00,215.66,216.13,215.33,253125,215.41,75020748,215.746564
2016-10-06 04:00:00+00:00,215.83,216.04,214.735,224539,215.37,67984457,215.535113
2016-10-07 04:00:00+00:00,215.03,216.3,214.19,329590,216.1,91077523,215.116128
2016-10-10 04:00:00+00:00,216.0808,216.7,215.985,189028,216.155,53639450,216.350572
2016-10-11 04:00:00+00:00,213.44,215.74,212.58,437691,215.66,134879559,213.787133
2016-10-12 04:00:00+00:00,213.67,214.32,213.01,275045,213.59,75227723,213.727176
2016-10-13 04:00:00+00:00,213.07,213.59,211.21,367442,212.16,103797664,212.403104
2016-10-14 04:00:00+00:00,213.06,214.69,213.03,318361,214.15,95367117,213.705377
2016-10-17 04:00:00+00:00,212.43,213.39,212.17,240559,213.09,60829359,212.632637
2016-10-18 04:00:00+00:00,213.67,214.31,213.27,237354,214.24,81714024,213.866346
2016-10-19 04:00:00+00:00,214.2203,214.64,213.6,198617,214.02,73915091,214.252731
2016-10-20 04:00:00+00:00,213.9,214.53,213.11,261806,213.87,75029356,213.87244
2016-10-21 04:00:00+00:00,213.89,214.08,212.76,227781,212.96,90770855,213.556647
2016-10-24 04:00:00+00:00,214.86,215.32,214.48,192065,215.0,61777834,214.918823
2016-10-25 04:00:00+00:00,214.19,214.98,213.98,233576,214.68,67927935,214.336041
2016-10-26 04:00:00+00:00,213.75,214.42,212.93,275560,213.21,81059621,213.693052
2016-10-27 04:00:00+00:00,213.175,214.62,213.08,272886,214.58,78423740,213.585442
2016-10-28 04:00:00+00:00,212.5,213.93,211.71,481307,213.14,142029775,212.784937
2016-10-31 04:00:00+00:00,212.56,213.19,212.36,216339,212.93,64032694,212.703201
2016-11-01 04:00:00+00:00,211.02,212.99,209.6,428024,212.93,125212265,211.078995
2016-11-02 04:00:00+00:00,209.71,211.1,209.23,391276,210.65,105468607,210.187056
2016-11-03 04:00:00+00:00,208.84,210.24,208.46,339883,209.98,91717223,209.34262
2016-11-04 04:00:00+00:00,208.56,209.89,208.38,393623,208.91,111541800,209.108171
2016-11-07 05:00:00+00:00,213.15,213.19,211.3,356359,211.45,113891331,212.495069
2016-11-08 05:00:00+00:00,214.07,214.77,212.38,390083,212.69,109338226,213.883569
2016-11-09 05:00:00+00:00,216.3792,217.1,212.34,968752,212.37,262135214,214.997006
2016-11-10 05:00:00+00:00,216.94,218.31,215.22,706620,217.3,176930462,216.770232
2016-11-11 05:00:00+00:00,216.45,216.7,215.32,392577,216.09,102382222,216.134924
2016-11-14 05:00:00+00:00,216.57,217.27,215.72,386956,217.03,95919311,216.475705
2016-11-15 05:00:00+00:00,218.25,218.28,216.8,315975,217.03,96129294,217.560746
2016-11-16 05:00:00+00:00,217.9392,218.14,217.42,240043,217.56,68376236,217.784386
2016-11-17 05:00:00+00:00,218.94,219.06,217.92,246184,218.05,71512999,218.675464
2016-11-18 05:00:00+00:00,218.48,219.27,218.29,223051,219.07,91221577,218.625614
2016-11-21 05:00:00+00:00,220.12,220.18,219.0,249620,219.17,76869913,219.779959
2016-11-22 05:00:00+00:00,220.57,220.79,219.73,234555,220.51,69749504,220.354392
2016-11-23 05:00:00+00:00,220.71,220.76,219.75,213792,219.98,58215994,220.335095
2016-11-25 05:00:00+00:00,221.52,221.56,221.01,113163,221.1,39932611,221.309065
2016-11-28 05:00:00+00:00,220.54,221.48,220.36,246725,221.16,78988885,220.853334
2016-11-29 05:00:00+00:00,220.88,221.44,220.17,214543,220.52,72017714,220.883876
2016-11-30 05:00:00+00:00,220.39,221.82,220.31,336098,221.63,116652973,220.987016
2016-12-01 05:00:00+00:00,219.5608,220.73,219.15,310480,220.73,82312650,219.833488
2016-12-02 05:00:00+00:00,219.6108,220.25,219.26,262900,219.67,76455287,219.695651
2016-12-05 05:00:00+00:00,220.94,221.4,220.42,248198,220.65,72368653,220.922276
2016-12-06 05:00:00+00:00,221.66,221.7441,220.662,208265,221.22,62792613,221.264404
2016-12-07 05:00:00+00:00,224.55,224.67,221.38,359578,221.52,116694216,223.410892
2016-12-08 05:00:00+00:00,225.13,225.7,224.26,322699,224.57,105993801,224.977405
2016-12-09 05:00:00+00:00,226.53,226.53,225.37,269738,225.41,90032718,225.990082
2016-12-12 05:00:00+00:00,226.22,226.96,225.76,285740,226.4,107217176,226.220084
2016-12-13 05:00:00+00:00,227.69,228.34,227.0,299089,227.02,113635004,227.658151
2016-12-14 05:00:00+00:00,225.88,228.23,225.365,471292,227.41,146387045,226.792017
2016-12-15 05:00:00+00:00,226.77,227.81,225.8904,360679,226.16,135061639,226.924206
2016-12-16 05:00:00+00:00,225.05,226.08,224.67,323552,226.0,160933844,225.259759
2016-12-19 05:00:00+00:00,225.5,226.02,225.08,232939,225.25,95685665,225.534363
2016-12-20 05:00:00+00:00,226.38,226.57,225.88,191171,226.15,107620990,226.265094
2016-12-21 05:00:00+00:00,225.7903,226.45,225.77,157783,226.25,71718843,226.072664
2016-12-22 05:00:00+00:00,225.44,225.74,224.92,167716,225.6,61377208,225.306658
2016-12-23 05:00:00+00:00,225.7,225.72,225.21,116534,225.43,38023611,225.507129
2016-12-27 05:00:00+00:00,226.25,226.73,226.0,139280,226.02,45310906,226.374957
2016-12-28 05:00:00+00:00,224.43,226.59,224.27,193427,226.57,67780566,224.974467
2016-12-29 05:00:00+00:00,224.33,224.89,223.84,165881,224.48,50238391,224.330948
2016-12-30 05:00:00+00:00,223.52,224.83,222.73,305581,224.73,111712592,223.481778
2017-01-03 05:00:00+00:00,225.14,225.83,223.8837,314583,225.04,94291454,224.758567
2017-01-04 05:00:00+00:00,226.53,226.75,225.61,259517,225.62,82622981,226.354918
2017-01-05 05:00:00+00:00,226.34,226.58,225.48,218288,226.27,86717442,226.199501
2017-01-06 05:00:00+00:00,227.25,227.75,225.9,235070,226.53,72947622,227.163051
2017-01-09 05:00:00+00:00,226.52,227.0701,226.4163,158758,226.91,48004478,226.694873
2017-01-10 05:00:00+00:00,226.48,227.45,226.01,189707,226.48,65586713,226.714926
2017-01-11 05:00:00+00:00,227.0308,227.1,225.59,288713,226.36,75858540,226.468961
2017-01-12 05:00:00+00:00,226.5508,226.75,224.955,285623,226.5,73340139,225.955985
2017-01-13 05:00:00+00:00,227.04,227.4,226.69,199064,226.73,63790111,227.075902
2017-01-17 05:00:00+00:00,226.28,226.78,225.8,208866,226.31,63954663,226.296548
2017-01-18 05:00:00+00:00,226.75,226.8,225.9,206117,226.535,56277839,226.475958
2017-01-19 05:00:00+00:00,226.01,227.0,225.41,221366,226.84,69036979,226.177488
2017-01-20 05:00:00+00:00,226.74,227.31,225.9719,326240,226.7,133863371,226.622259
2017-01-23 05:00:00+00:00,226.17,226.805,225.27,237957,226.35,76845333,226.027132
2017-01-24 05:00:00+00:00,227.6008,228.08,226.27,227603,226.4,98973721,227.338218
2017-01-25 05:00:00+00:00,229.55,229.57,228.51,246398,228.7,87397731,229.180852
2017-01-26 05:00:00+00:00,229.33,229.71,229.01,184963,229.4,61918877,229.355438
2017-01-27 05:00:00+00:00,228.99,229.59,228.76,165021,229.42,61261811,228.996976
2017-01-30 05:00:00+00:00,227.6,228.2,226.41,277999,228.17,82544095,227.204772
2017-01-31 05:00:00+00:00,227.51,227.6,226.32,239962,226.98,78079268,226.94999
2017-02-01 05:00:00+00:00,227.65,228.59,226.94,274112,228.255,80775621,227.624138
2017-02-02 05:00:00+00:00,227.77,228.1,226.82,212732,227.2,72002065,227.514929
2017-02-03 05:00:00+00:00,229.35,229.55,228.46,236750,228.82,82801601,229.205239
2017-02-06 05:00:00+00:00,228.97,229.326,228.54,169514,228.87,62598527,228.910916
2017-02-07 05:00:00+00:00,228.96,229.95,228.72,161528,229.38,63176089,229.148172
2017-02-08 05:00:00+00:00,229.24,229.39,228.31,168954,228.61,52332667,228.983485
2017-02-09 05:00:00+00:00,230.57,230.95,229.52,192022,229.56,67544507,230.45154
2017-02-10 05:00:00+00:00,231.49,231.77,230.6216,189179,231.0,67254692,231.350622
2017-02-13 05:00:00+00:00,232.6803,233.07,232.05,187037,232.08,57128212,232.620434
2017-02-14 05:00:00+00:00,233.7097,233.71,232.16,212570,232.56,72899604,233.066121
2017-02-15 05:00:00+00:00,234.89,235.14,233.39,250046,233.45,92562525,234.413499
2017-02-16 05:00:00+00:00,234.74,235.155,233.85,289708,234.96,86944938,234.489041
2017-02-17 05:00:00+00:00,235.04,235.09,233.93,207074,233.95,79466105,234.514205
2017-02-21 05:00:00+00:00,236.44,236.69,235.51,233916,235.52,92816333,236.285837
2017-02-22 05:00:00+00:00,236.29,236.54,235.83,180555,236.02,63137071,236.239542
2017-02-23 05:00:00+00:00,236.44,236.9,235.56,258694,236.88,75711286,236.314779
2017-02-24 05:00:00+00:00,236.77,236.7932,235.41,263595,235.46,85284701,236.129325
2017-02-27 05:00:00+00:00,237.09,237.31,236.35,206972,236.64,58558749,236.934838
2017-02-28 05:00:00+00:00,236.5,236.95,236.015,255913,236.67,101984682,236.54502
2017-03-01 05:00:00+00:00,239.7408,240.32,238.37,344272,238.39,155775466,239.581401
2017-03-02 05:00:00+00:00,238.3,239.57,238.21,246426,239.56,73434450,238.781254
2017-03-03 05:00:00+00:00,238.43,238.61,237.73,211574,238.17,86010282,238.234482
2017-03-06 05:00:00+00:00,237.7892,238.12,237.01,181340,237.5,56756899,237.594349
2017-03-07 05:00:00+00:00,237.0,237.77,236.76,188513,237.36,71729969,237.161244
2017-03-08 05:00:00+00:00,236.59,237.64,236.4,234685,237.34,81516087,236.978687
2017-03-09 05:00:00+00:00,236.83,237.24,235.74,238951,236.7,99778661,236.706371
2017-03-10 05:00:00+00:00,237.66,238.02,236.59,236069,237.97,84176781,237.432067
2017-03-13 04:00:00+00:00,237.8,237.86,237.24,177087,237.62,58480478,237.585341
2017-03-14 04:00:00+00:00,236.94,237.24,236.19,198095,237.18,61282546,236.74437
2017-03-15 04:00:00+00:00,238.88,239.44,237.29,301848,237.56,99435391,238.491095
2017-03-16 04:00:00+00:00,238.49,239.2,238.1,231715,239.11,81072519,238.596028
2017-03-17 04:00:00+00:00,237.1008,237.97,237.03,224779,237.75,90619377,237.484829
2017-03-20 04:00:00+00:00,236.74,237.36,236.32,169629,237.03,53811459,236.897201
2017-03-21 04:00:00+00:00,233.76,237.61,233.58,443606,237.47,133556997,234.818341
2017-03-22 04:00:00+00:00,234.25,234.61,233.05,307475,233.77,99198468,233.918734
2017-03-23 04:00:00+00:00,233.94,235.34,233.6,333915,234.0,104652538,234.425657
